Subject,Course Number,Course Name
ERAM,ERAM557,Meaning Patterns: Semiotics and the Interpretation of Meanings in Education and the Social Sciences
ENT,ENT599,Thesis Research
MUS,MUS360,Jazz Improv:Theory and Prac I
MATH,MATH518,Differentiable Manifolds I
GLBL,GLBL392,Int Diplomacy and Negotiation
THEA,THEA456,Properties Design
AAS,AAS390,Intermed Topics Asian Am St
BIOE,BIOE435,Senior Design I
BCS,BCS115,South Slavic Cultures
ECON,ECON548,Adv Natural Resource Economics
ARAB,ARAB150,Lang&Culture of Arab World
ALEC,ALEC491,Getting 110% Effort – Principles of Adult Motivation
AFST,AFST210,Intro to Mod African Lit
NPRE,NPRE398,Special Topics
FSHN,FSHN592,Graduate Internship Experience
JOUR,JOUR470,International Reporting
ECE,ECE465,Optical Communications Systems
BTW,BTW261,Principles Tech Comm
GEOG,GEOG465,Transportation & Sustainability
BADM,BADM331,Making Things
PSYC,PSYC596,Theories of Measurement II
SPED,SPED405,General Educator's Role in Special Education
NUTR,NUTR523,Techniques in Animal Nutrition
TRST,TRST406,Translation for Professions
EPOL,EPOL566,Public Policy in Higher Education
GGIS,GGIS477,Introduction to Remote Sensing
REL,REL215,African Muslim Societies
STAT,STAT212,Biostatistics
ECON,ECON528,Microeconomics for Business
ARTH,ARTH344,Spanish Modern Art
FLTE,FLTE478,Secondary World Language Teaching
CWL,CWL216,Legends of King Arthur
SPED,SPED550,Methods of Educational Inquiry
LA,LA222,Islamic Gardens & Architecture
CWL,CWL376,Children and Youth Literature
CEE,CEE202,Engineering Risk & Uncertainty
GCL,GCL144,"Stereotypes, Prejudice & Discrimination"
ADV,ADV482,Qualitative Research Methods in Advertising
PSYC,PSYC350,Personality Lab
SHS,SHS576,School Intrnshp Spch-Lang Path
SOC,SOC324,Social Network Analysis
ANSC,ANSC199,Undergraduate Open Seminar
ECE,ECE484,Prin Adv Microelec Processing
CHLH,CHLH110,Intro to the Health Sciences
ARTE,ARTE101,"Art, Design, and Society"
ENGL,ENGL208,Victorian Literature and Culture
HORT,HORT453,Principles of Plant Breeding
IS,IS403,Children's Materials
LAW,LAW694,Trial Advocacy
BUS,BUS115,First-Year Gies Scholar Seminar
SBC,SBC504,Managing Projects & Teams
GER,GER299,Study Abroad
EPS,EPS554,New Media and Literacies
ECE,ECE573,Power System Control
VCM,VCM612,Oncology
DANC,DANC516,Dancing Techniques Graduate Elective
CS,CS434,Mobile Computing & Application
TE,TE498,Special Topics III
GC,GC298,Special Topics: Graduate School Exploration
INFO,INFO415,Makerspace: Open Studio
ABE,ABE127,Introduction to Agricultural & Biological Engineering
PHYS,PHYS401,Classical Physics Lab
SPAN,SPAN202,Spanish for Business
PSYC,PSYC413,Advanced Neuropsychopharmacology
SPAN,SPAN558,Sem Spanish Synchronic Ling
HDFS,HDFS208,"Child and Family Inclusion: Disability, Health, and Diversity"
MCB,MCB419,"Brain, Behavior & Info Process"
PSYC,PSYC579,Clinical/Community: Social
CEE,CEE598,Special Topics
MSE,MSE559,Soft Materials Seminar
ECON,ECON590,Individual Study and Research
GCL,GCL143,Mapping Inequalities
NRES,NRES415,Native Plant ID and Floristics
LING,LING587,Topics in Sociolinguistics
SOCW,SOCW225,Intro Stat for Social Work
PHYS,PHYS402,Light
ESL,ESL507,Adv Academic writing MATSEL
MCB,MCB512,Advanced Endocrinology
JS,JS108,Religion & Society in West I
MUSC,MUSC424,Saxophone
CI,CI447,Early Childhood Education Science Content & Methods
MUS,MUS146,Supp WW Inst: Flute
EPS,EPS529,Education and Human Rights
CSE,CSE198,Special Topics
GWS,GWS100,Intro Gender & Women's Studies
SPAN,SPAN431,Spanish Morphology
DANC,DANC200,Explore Music through Dance
TRST,TRST432,Audio Visual Translation Studies
NRES,NRES102,Introduction to NRES
IE,IE511,Integer Programming
ASRM,ASRM561,Loss Data Analytics & Credibility
ECON,ECON516,Monetary Theory
PATH,PATH594,Veterinary Pathobiology
BIOC,BIOC595,Biochemistry Seminar
PATH,PATH410,Comparative Immunobiology
HIST,HIST573,Research Seminar: America Since 1789
RUSS,RUSS521,Gogol
EPOL,EPOL408,Aesthetic Education
RSOC,RSOC110,Intro to Rural Society
AE,AE434,Rocket Propulsion
GEOG,GEOG199,Undergraduate Open Seminar
BADM,BADM526,Marketing to Organizations
SAME,SAME350,South Asian Goddesses
PS,PS300,Special Topics
CHLH,CHLH421,Health Data Analysis
GRKM,GRKM202,Elementary Modern Greek II
HIST,HIST443,Byzantine Empire AD 284-717
CHEM,CHEM315,Instrumental Chem Systems Lab
CWL,CWL571,Seminar in Literary Relations
MATH,MATH499,Introduction Graduate Research
CS,CS493,"Senior Project II, ACP"
JOUR,JOUR410,Data Storytelling for Journalists
EALC,EALC390,Individual Study
EALC,EALC207,Classical Chinese Lit
ME,ME371,Mechanical Design II
INFO,INFO490,Special Topics
ARTD,ARTD595,Design Laboratory
CI,CI480,Introduction to Computer Science for CS Teachers
ASRM,ASRM552,Predictive Analytics
BADM,BADM540,Frontiers in Technology
SPAN,SPAN252,Introduction to Hispanic Linguistics
NRES,NRES105,Climate Change Impacts on Ecological Systems
MUS,MUS470,Opera Production II
LAW,LAW627,Legal Research
ENG,ENG591,Engineering Advanced Seminar
GEOG,GEOG466,Environmental Policy
IS,IS204,Research Design for Information Sciences
CS,CS416,Data Visualization
FR,FR572,Seminar 17thC French Lit
HORT,HORT294,On-Campus Horticulture Internship
FSHN,FSHN418,Food Analysis
MUSC,MUSC540,Graduate Jazz Woodwinds
ENSU,ENSU310,Renewable & Alternative Energy
BIOE,BIOE598,Special Topics
VCM,VCM692,Special Problems
ARTD,ARTD311,Intermediate Graphic Design II
EIL,EIL591,Research in Special Topics
EOL,EOL587,Quality Process Improvement
CS,CS500,Current Topics in Computing Education Research
HEBR,HEBR406,Advanced Modern Hebrew II
GEOG,GEOG287,Environment and Society
CMN,CMN275,"Media, Money and Power"
CEE,CEE350,Water Resources Engineering
ANTH,ANTH290,Jewish Cultures of the World
FSHN,FSHN440,Applied Statistical Methods I
AE,AE443,Aerospace Systems Design II
FAA,FAA291,Civic Engagement Seminar
ACE,ACE203,Introduction to Public Policy and Law
ECE,ECE515,Control System Theory & Design
AGED,AGED520,Teaching College-Level ACES
RST,RST551,Contemporary Issues in Leisure
BADM,BADM571,Digital Business & IT Strategy
ARTS,ARTS444,Interaction II
VM,VM616,Clinical Practice VII
MATH,MATH423,Differential Geometry
EALC,EALC285,Intro to Korea Through Film
JAPN,JAPN499,Study Abroad
ACE,ACE557,"Food, Poverty and Development"
PHYS,PHYS213,Univ Physics: Thermal Physics
STAT,STAT555,Applied Stochastic Processes
PORT,PORT489,Theoretical Foundations of SLA
IB,IB348,Fish and Wildlife Ecology
LA,LA534,Design Workshop G-I
SOCW,SOCW461,Professional Practice Seminar I
MUSC,MUSC429,Tuba
CHLH,CHLH577,Health Program Evaluation
EPSY,EPSY402,Sociocultural Influence on Learning
CHEM,CHEM480,Polymer Chemistry
IS,IS101,Introduction to Information Sciences
ENGL,ENGL198,Freshman Honors Seminar
ARCH,ARCH460,International Architecture
THEA,THEA447,Costume Rendering
EPSY,EPSY508,Display/Interpretation of Data
CI,CI199,Undergraduate Open Seminar
CS,CS484,Parallel Programming
TSM,TSM232,Materials and Construction Sys
UP,UP438,Disasters and Urban Planning
ARCH,ARCH511,Seminar in Ancient Arch
FSHN,FSHN344,Business Etiquette
CS,CS447,Natural Language Processing
CLE,CLE794,Values in the Physician-Patient Relationship
TSM,TSM421,Ag Safety-Injury Prevention
AE,AE502,Advanced Orbital Mechanics
IS,IS456,Information Storage and Retrieval
CDB,CDB599,Thesis Research
GEOL,GEOL107,Physical Geology
BADM,BADM593,Research in Special Fields
GGIS,GGIS220,"Landscapes, Ecosystems and Environmental Change"
PSYC,PSYC553,Founds of Organizational Behav
HIST,HIST263,US History of Medicine
PSYC,PSYC250,Psych of Personality
HRD,HRD501,The Community College
ECON,ECON504,Time Series Analysis in Econ
ARCH,ARCH483,Strategies of Architectural Design
NUTR,NUTR593,Individual Topics in Nutrition
IB,IB534,Evolution and Medicine
LA,LA370,Environmental Sustainability
CMN,CMN280,Comm Technology & Society
BSE,BSE635,Musculoskeletal
SOC,SOC597,Readings in Sociology
LA,LA399,Off-Campus Study
CEE,CEE558,"Environmental Hydrodynamics: Modeling of Boundary-layer Flows in Rivers, Lakes and Oceans"
MUSE,MUSE420,Collections Management
ANTH,ANTH430,The History of Anthropology
PSYC,PSYC496,Adv Current Topics in Psych
BIOE,BIOE460,Gene Editing Lab
CI,CI451,Teaching Elementary Science II
GEOG,GEOG436,Biogeography
KIN,KIN453,Nutrition for Performance
MUS,MUS534,Doctoral Research in Mus Ed
HIST,HIST384,Class Politics & Blk Community
BADM,BADM367,Mgmt of Innov and Technology
DANC,DANC375,Production in Dance
CLE,CLE610,"Faith, Medicine, and End-of-Life Care"
NRES,NRES592,Sustainable Urban Systems
CPSC,CPSC518,Crop Growth and Development
LLS,LLS495,Senior Honors Thesis
CLE,CLE743,Orthopedic Trauma
ARTH,ARTH588,Pedagogy: Theory and Practice
MFST,MFST301,Experiential Learning Preparedness & Planning
SPAN,SPAN464,Spanish Studies 1898-1960
ENGL,ENGL485,Literature for the High School
CI,CI210,Introduction to Digital Learning Environments
TE,TE390,Innovation and Engineering Design
LA,LA466,"Energy, Plng & Blt Environment"
GEOL,GEOL515,Advanced Field Geology
MCB,MCB526,Adv Bacterial Pathogenesis
SPAN,SPAN250,Introduction to Literary Analysis
PS,PS283,Intro to Intl Security
CLCV,CLCV450,Classics Internship
ANSC,ANSC255,Animal Ethics
CPSC,CPSC226,Introduction to Weed Science
PS,PS395,International Organization
CPSC,CPSC555,Crop Germplasm Resources
ECE,ECE454,Antennas
ASRM,ASRM569,Extreme Value Theory and Catastrophe Modeling
IS,IS511,Bibliography
IS,IS526,Searching Online Information Systems
HIST,HIST287,African-American Women
PS,PS387,National Security Policy
SOCW,SOCW525,Supervision/Staff Development
RUSS,RUSS260,Medicine & Russian Literature
TRST,TRST408,Translation Tools & Practice
PHYS,PHYS497,Individual Study
LING,LING427,Language and the Brain
PS,PS410,Neighborhoods and Politics
MUS,MUS348,Choral Literature
THEA,THEA599,Thesis Research
CHEM,CHEM530,Structure and Spectroscopy
SHS,SHS291,Research Lab Experience in SHS
ERAM,ERAM554,Postcolonial Theory and Methodology
AAS,AAS211,Asian Americans and the Arts
AFRO,AFRO407,Slavery & Race in Latin Am
CHLH,CHLH591,Seminar
HORT,HORT363,Postharvest Handling Hort Crop
STAT,STAT541,Advanced Predictive Analytics
FR,FR385,Politics of the European Union
EIL,EIL488,Phonology for Second Language Teachers
HRD,HRD411,Instructional and Training System Design
GSD,GSD405,Introduction to the Video Game Development Process
AAS,AAS479,"Race, Medicine, and Society"
ECE,ECE526,Distributed Algorithms
CPSC,CPSC418,Crop Growth and Management
ECON,ECON576,Time Series
DANC,DANC423,Perf Pract February II
FSHN,FSHN312,Applied Microbiology Methods
MUS,MUS406,Advanced Composition
KIN,KIN564,Qualitative Research Methods
LER,LER565,HR Management and Strategy
SOC,SOC579,Categorical Data Analysis in Educational Psychology
CHBE,CHBE522,Fluid Dynamics
ECON,ECON553,Demand/Supply/Firms/Households
MUSE,MUSE500,Core Prob Museum Theory & Prac
MIP,MIP599,Thesis Research
NPRE,NPRE511,Nuclear Reactor Heat Transfer
PSYC,PSYC547,Internship
GGIS,GGIS100,Introduction to Meteorology
PATH,PATH593,Econ of Food Animal Health
MCB,MCB410,"Developmental Biology, Stem Cells and Regenerative Medicine"
EPS,EPS201,Foundations of Education
MATH,MATH463,Statistics and Probability I
PSYC,PSYC245,Industrial Org Psych
THEA,THEA262,Literature of Modern Theatre
CEE,CEE528,Construction Data Modeling
EPSY,EPSY530,Social Development
IB,IB505,Bioinformatics & Systems Biol
MATH,MATH484,Nonlinear Programming
HIST,HIST141,Western Worlds: Ancient and Medieval Societies from the Mediterranean to Northern Europe
EPOL,EPOL576,Consulting in Human Resource Development
FLTE,FLTE471,Introduction to Second Language Teaching
CLCV,CLCV100,Vocabulary Building from Greek and Latin Roots
CS,CS510,Advanced Information Retrieval
LER,LER597,Employee Motivation & Perfmnce
ARCH,ARCH415,Modernity’s Mirror: Nineteenth-Century Architecture 1750-1900
ECE,ECE559,Topics in Communications
HIST,HIST355,Soviet Jewish History
DANC,DANC303,Yoga Teacher Training
PORT,PORT595,Special Topics Port & Braz Lit
AFRO,AFRO234,Black Religious Imaginations
MSE,MSE473,Biomolecular Materials Science
HIST,HIST362,Spain and Portugal to 1808
FIN,FIN552,Applied Financial Econometrics
BIOE,BIOE599,Thesis Research
BADM,BADM210,Business Analytics I
CI,CI552,Qualitative Writing
SPAN,SPAN308,Spanish in the United States
PS,PS511,Proseminar Pol Behavior I
NUTR,NUTR420,Nutritional Aspects of Disease
ECE,ECE534,Random Processes
IS,IS562,Administration and Use of Archival Materials
POL,POL199,Undergraduate Open Seminar
CHBE,CHBE593,Individual Study
SOC,SOC422,European Working Class History
MDVL,MDVL240,Italy Middle Ages & Renaiss
CS,CS448,Audio Computing Laboratory
ECE,ECE466,Optical Communications Lab
ABE,ABE397,Independent Study
BADM,BADM572,Stat for Mgt Decision Making
AFST,AFST408,Adv Topics Swahili Lang&Lit II
EPSY,EPSY520,Counseling Psych Practicum
CLCV,CLCV490,Topics in Classical Literature
SE,SE413,Engineering Design Optimization
BADM,BADM590,Seminar in Business Admin
ENGL,ENGL503,Historiography of Cinema
BSE,BSE690,Research
FSHN,FSHN425,Food Marketing
CLE,CLE717,Infectious Disease
ENVS,ENVS420,Conservation Biology
PSYC,PSYC574,Microskills & Prof Standards
GEOL,GEOL531,Structural Mineralogy
ESE,ESE170,Nature Religion
MATH,MATH362,Probability with Engrg Applic
MCB,MCB542,Interdisciplinary Approaches to Neuroscience I
SAME,SAME408,Islam & Politics in Mid. East
HIST,HIST487,Great Books in History
UP,UP493,Democracy and Environment
SHS,SHS375,Comm Partners & Health
CLE,CLE764,Physical Medicine and Rehabilitation
AFRO,AFRO106,Hist Arch Americas
ANTH,ANTH246,Forensic Science
CI,CI477,Bilingual/ESL Methods & Materials
IE,IE525,Numerical Methods in Finance
MUSC,MUSC411,Viola
VCM,VCM628,The Healer's Art
ME,ME497,Independent Study
ARTE,ARTE355,Creative Dance for Children
AIS,AIS503,Seminar in Indigenous Studies
IB,IB427,Insect Physiology
EPOL,EPOL520,Education and Globalization
MUS,MUS539,Music in Higher Education
UP,UP517,Data Science for Planners
ARTH,ARTH435,Italian Baroque Art
KIN,KIN355,Biomechanics of Human Movement
CI,CI472,Tchg Reading in Grades 4-12
CI,CI599,Thesis Research
ACCY,ACCY551,Corporate Income Taxation
AE,AE199,Undergraduate Open Seminar
ENGL,ENGL284,Modern Jewish Literature
ECON,ECON581,Govt Regulation of Industry
ECON,ECON541,Labor Economics II
HIST,HIST247,Medieval Europe
IB,IB524,Plant Biochemistry
MUS,MUS475,Vocal Repertoire II
SHS,SHS535,Cognitive Communication Disorders
SOCW,SOCW101,SOCW Orientation Seminar
ABE,ABE199,Undergraduate Open Seminar
MATH,MATH543,Complex Variables II
REL,REL494,Topics in Religious Thought
EPSY,EPSY419,Counseling Psychology Pre-Practicum
FSHN,FSHN450,Dietetics: Professional Issues
EPOL,EPOL548,Human Resource Management
EOL,EOL540,Intro to Educational Leadershp
HIST,HIST401,History of Terrorism
IS,IS308,"Race, Gender, and Information Technology"
TSM,TSM598,Special Topics
THEA,THEA373,Acting Studio I: Movement
CS,CS210,Ethical & Professional Issues
MDIA,MDIA575,Cultural Studies and Critical Interpretation
ANTH,ANTH126,Humans and Animals - Food or Friend?
ACCY,ACCY570,Data Analytics Foundations for Accountancy
EOL,EOL574,Diversity in Higher Education
GEOG,GEOG527,Geospatial Artificial Intelligence and Machine Learning
BADM,BADM545,Found of Strategy Research
GEOG,GEOG105,The Digital Earth
CHBE,CHBE481,Chemical Process Safety
POL,POL115,Intro to Polish Culture
MUS,MUS527,Classical Performance Practice
ANTH,ANTH452,Stone Tool Technology Analysis
CEE,CEE198,Special Topics
MSE,MSE396,Introduction to Research
IS,IS577,Data Mining
UP,UP406,Urban Ecology
CS,CS585,Hardware Verification
SPED,SPED524,Supervised Prac in SPED
HT,HT502,Human Factors Methods for Health Technology
MBA,MBA544,Marketing in an Analog World
GEOG,GEOG599,Thesis Research
AFST,AFST454,Advanced Zulu II
LAS,LAS102,Transfer Advantage
SHS,SHS560,Audiological Assessment Lab
JOUR,JOUR340,Video Reporting & Storytelling
IS,IS505,Administration & Management of Libraries and Information Centers
MBA,MBA504,Prin & Proc of Management II
FIN,FIN579,Applied Portfolio Management
LAW,LAW601,Contracts
SOC,SOC563,Global Social Movements
BADM,BADM511,Topics in Personnel Mgmt
GGIS,GGIS496,Climate & Social Vulnerability
ARCH,ARCH534,Building Economics
CEE,CEE459,Ecohydraulics
CHLH,CHLH410,Public Health Practice
UP,UP519,Advanced Applications of GIS
CW,CW208,Creative Nonfiction Writing
GLBL,GLBL251,Warfare Milit Insts & Soc
CWL,CWL308,Chinese Popular Lit
GEOG,GEOG557,Seminar in Regional Science
NRES,NRES473,Soil Testing Practicum
KIN,KIN103,Indoor Court Activities
BUS,BUS399,Business Study Abroad
IS,IS380,Consulting for Information Professionals
MUS,MUS573,Doctoral Wind Band Conducting
ECE,ECE441,Physcs & Modeling Semicond Dev
CLE,CLE695,Inpatient Psychiatry Sub-Internship
HIST,HIST536,Seminar in Middle Eastern Hist
MUSC,MUSC534,Graduate Jazz Trombone
HORT,HORT223,The Intelligent Behavior of Plants
PSYC,PSYC333,Social Psych in Society Lab
ECON,ECON511,Public Goods Theory
FSHN,FSHN461,Food Processing I
CS,CS460,Security Laboratory
IS,IS358,Introduction to Literacies for Youth
SAME,SAME152,The New Middle East
JOUR,JOUR495,Internship Seminar
PATH,PATH518,Concepts/Topics Immunology
PSYC,PSYC413,Psychopharmacology
ANTH,ANTH380,Ethnography of the University
CHP,CHP395,Interdisciplinary Seminar
DANC,DANC461,Adv Contemp Modern Tech Elect
HDFS,HDFS322,US Latina and Latino Families
EPSY,EPSY560,Tech & Educational Change
ANTH,ANTH465,Oceania's Peoples and Cultures
BSE,BSE665,Special Topics
ANSC,ANSC400,Dairy Herd Management
TAM,TAM545,Advanced Continuum Mechanics
ABE,ABE594,Graduate Seminar
RST,RST118,Illini Student-Athlete Transition Seminar
ANTH,ANTH209,"Food, Culture, and Society"
IS,IS524,Information Sources and Services in the Arts and Humanities
SOC,SOC392,Chicanas&Latinas: Self&Society
HIST,HIST492,Historiography and Methodology
MATH,MATH595,Advanced Topics in Mathematics
ENGL,ENGL301,CriticalApproaches to Lit&Text
BADM,BADM537,Advanced Topics in Marketing
ENVS,ENVS491,Sustainability Experience
CHBE,CHBE455,Polymers Synthesis and Industrial Applications
MUS,MUS180,Piano
AAS,AAS281,Constructing Race in America
GRKM,GRKM453,Advanced Modern Greek I
BIOE,BIOE303,Quantitative Physiology Lab
